subunit,facts_id,uom,date_plann,date_accom,date_compl,nbr_units_,nbr_units1,activity,method,equipment
000,0002010004,ACRES,2010-01-01,2010-04-01,2010-04-01,119,119,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,0002010004,ACRES,2010-01-01,2010-04-01,2010-04-01,119,119,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,0002010004,ACRES,2010-01-01,2010-04-01,2010-04-01,119,119,Pruning to Raise Canopy Height and Discourage Crown Fire,Cut trees and brush,Chain Saw
000,0002010004,ACRES,2010-01-01,2010-04-01,2010-04-01,119,119,Pruning to Raise Canopy Height and Discourage Crown Fire,Cut trees and brush,Chain Saw
000,0002010004,ACRES,2010-04-01,2010-06-01,2010-06-01,119,119,Burning of Piled Material,Fire,Drip torch
000,0002010004,ACRES,2010-01-01,2010-04-01,2010-04-01,119,119,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,0002010004,ACRES,2010-01-01,2010-04-01,2010-04-01,119,119,Pruning to Raise Canopy Height and Discourage Crown Fire,Cut trees and brush,Chain Saw
000,0002010004,ACRES,2010-04-01,2010-06-01,2010-06-01,119,119,Burning of Piled Material,Fire,Drip torch
000,0001046240,ACRES,2013-08-10,2013-08-26,2013-12-09,14,14,Wildfire - Human Ignition,Wildfire,NA
000,0002010004,ACRES,2010-01-01,2010-04-01,2010-04-01,119,119,Pruning to Raise Canopy Height and Discourage Crown Fire,Cut trees and brush,Chain Saw
000,060104F004,ACRES,2015-01-01,2015-03-13,2015-03-13,5,5,"Piling of Fuels, Hand or Machine",Fire,Drip torch
000,0002010004,ACRES,2010-01-01,2010-04-01,2010-04-01,119,119,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,0002010004,ACRES,2010-01-01,2010-04-01,2010-04-01,119,119,Pruning to Raise Canopy Height and Discourage Crown Fire,Cut trees and brush,Chain Saw
000,0002010004,ACRES,2010-04-01,2010-06-01,2010-06-01,119,119,Burning of Piled Material,Fire,Drip torch
000,0002010004,ACRES,2010-01-01,2010-04-01,2010-04-01,119,119,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,0002010004,ACRES,2010-04-01,2010-06-01,2010-06-01,119,119,Burning of Piled Material,Fire,Drip torch
000,0002010004,ACRES,2010-01-01,2010-04-01,2010-04-01,119,119,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,0002010004,ACRES,2010-01-01,2010-04-01,2010-04-01,119,119,Pruning to Raise Canopy Height and Discourage Crown Fire,Cut trees and brush,Chain Saw
000,0002010004,ACRES,2010-04-01,2010-06-01,2010-06-01,119,119,Burning of Piled Material,Fire,Drip torch
000,0002010004,ACRES,2010-01-01,2010-04-01,2010-04-01,119,119,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,0002010004,ACRES,2010-04-01,2010-06-01,2010-06-01,119,119,Burning of Piled Material,Fire,Drip torch
000,0002010004,ACRES,2010-01-01,2010-04-01,2010-04-01,119,119,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,0002010004,ACRES,2010-01-01,2010-04-01,2010-04-01,119,119,Pruning to Raise Canopy Height and Discourage Crown Fire,Cut trees and brush,Chain Saw
000,CYSC400BR5,ACRES,2014-09-01,2014-09-01,,0.5,0.5,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,CYSC425405,ACRES,2014-09-01,2014-09-01,,8,8,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,8554023000,ACRES,2010-10-03,2010-10-03,2012-11-16,103.5,103.5,Precommercial Thin,Mechanical,Masticator
000,0040014002,ACRES,2013-09-05,2013-11-25,2013-11-25,46.4,46.4,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,0040014002,ACRES,2013-09-05,2013-11-25,2013-11-25,46,46.4,"Piling of Fuels, Hand or Machine",Manual,Chain Saw
001,33N41R000F,ACRES,2011-06-20,2011-06-20,2011-12-01,43,43,Burning of Piled Material,Fire,Drip torch
001,4901001000,ACRES,2009-10-01,2009-10-13,2009-10-13,1.1,1.1,Burning of Piled Material,Prescribed Burn,Drip torch
002,33N41R000F,ACRES,2011-06-20,2011-06-20,2012-10-01,69,69,"Piling of Fuels, Hand or Machine",Manual,Hand Work
002,33N41R000F,ACRES,2011-06-20,2011-06-20,2012-10-01,69,69,Thinning for Hazardous Fuels Reduction,Manual,Hand Work
000,0080060037,ACRES,2012-05-07,2012-05-14,2012-10-08,78.3,78.3,"Piling of Fuels, Hand or Machine",Hand piling,Chain Saw
000,0080060037,ACRES,2012-05-07,2012-05-14,2012-10-08,78.3,78.3,Precommercial Thin,Manual,Chain Saw
001,MTBALDYVIL,ACRES,2012-10-17,2013-04-15,2013-04-15,26,26,"Piling of Fuels, Hand or Machine",Manual,Hand Work
001,MTBALDYVIL,ACRES,2012-10-17,2013-04-16,2013-04-16,26,26,Thinning for Hazardous Fuels Reduction,Mechanical,Chain Saw
000,BOWFUL001F,ACRES,2006-06-10,2006-06-10,2006-06-10,4,4,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,BOWFUL001F,ACRES,2006-06-10,2006-06-10,2006-06-10,4,4,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,1010007000,ACRES,2015-04-01,,,77,0,Burning of Piled Material,Prescribed Burn,Drip torch
000,1010007000,ACRES,2014-06-20,2014-06-20,,77,77,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,1010007000,ACRES,2014-06-20,2014-06-20,,77,77,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,T284000026,ACRES,2011-08-15,2011-09-02,2011-09-02,4,4,Tree Release and Weed,Manual,Chain Saw
000,T284000026,ACRES,2012-11-01,2012-11-17,2012-11-17,4,4,Burning of Piled Material,Prescribed Burn,Drip torch
001,FTCHANCE01,ACRES,2006-10-01,2006-11-02,2006-11-02,30.4,30.4,Burning of Piled Material,Prescribed Burn,Drip torch
000,5651020000,ACRES,2015-06-01,2015-06-15,2015-07-15,1.8,1.8,Thinning for Hazardous Fuels Reduction,Cut trees and brush,NA
001,610916F000,ACRES,2007-01-01,2007-09-26,2007-09-26,118,118,Compacting/Crushing of Fuels,Mechanical,Chipper
000,5101205000,ACRES,2014-04-15,2014-06-15,2014-09-01,37,37,"Piling of Fuels, Hand or Machine",Manual,Chain Saw
000,5101205000,ACRES,2014-04-15,2014-06-15,2014-09-01,37,37,Yarding - Removal of Fuels by Carrying or Dragging,Manual,Chain Saw
007,FTMILCRRD1,ACRES,2010-10-01,2010-10-01,2010-10-01,2,2,Compacting/Crushing of Fuels,Mechanical,Masticator
002,610315F000,ACRES,2010-08-18,2010-12-09,2010-12-09,66,66,Compacting/Crushing of Fuels,Mechanical,Masticator
000,T261000008,ACRES,2010-06-01,2010-08-23,,9,9,Compacting/Crushing of Fuels,Mechanical,Masticator
000,T261000008,ACRES,2010-06-01,2010-08-23,,9,9,Precommercial Thin,Mechanical,Masticator
000,3034701000,ACRES,2015-10-31,,,8.6,0,Underburn - Low Intensity (Majority of Unit),Fire,Drip torch
000,5010248000,ACRES,2010-10-15,,,4.9,0,Burning of Piled Material,Fire,Drip torch
000,LDEER_2014,ACRES,2014-08-04,2014-08-04,2014-08-04,1521,1521,Wildfire - Natural Ignition,Not Applicable,NA
000,T352000001,ACRES,2011-09-15,2011-09-22,,3,3,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,RIM4220471,ACRES,2014-09-01,2014-09-29,,59.6,59.6,Yarding - Removal of Fuels by Carrying or Dragging,Biomass,NA
000,RIM4220471,ACRES,2014-09-01,2014-09-29,,59.6,59.6,Stand Clearcut (w/ leave trees) (EA/RH/FH),Tractor Logging,Rubber tired skidder logging
000,TRIVAD001F,ACRES,2010-08-23,2010-08-23,2012-05-01,131,131,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,TRIVAD001F,ACRES,2010-08-23,2010-08-23,2012-05-01,131,131,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,020502F001,ACRES,2015-05-01,2015-05-01,2015-05-01,14,14,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,100201F023,ACRES,2015-01-01,2015-06-01,2015-06-01,7,7,Rearrangement of Fuels,Mechanical,Mower
000,020502F001,ACRES,2014-01-01,2014-07-01,2014-07-01,14,14,Thinning for Hazardous Fuels Reduction,Manual,Hand Work
000,0070010101,ACRES,2012-05-01,2012-09-13,2012-10-09,80.4,80.4,"Piling of Fuels, Hand or Machine",Hand piling,Chain Saw
000,019F201008,ACRES,2011-01-03,2011-08-08,2011-08-08,0.5,0.5,Burning of Piled Material,Prescribed Burn,Drip torch
114,MTWILSONHF,ACRES,2008-06-11,2014-06-01,2014-10-31,78,78,Yarding - Removal of Fuels by Carrying or Dragging,Manual,Hand Work
114,MTWILSONHF,ACRES,2010-05-12,2014-06-03,2014-10-31,78,78,Pruning to Raise Canopy Height and Discourage Crown Fire,Cut trees and brush,Chain Saw
000,0190I15030,ACRES,2011-05-05,2011-08-01,2011-08-01,0.4,0.4,Burning of Piled Material,Prescribed Burn,Drip torch
001,1440017000,ACRES,2014-10-01,,,9,0,Burning of Piled Material,Fire,NA
000,1170059000,ACRES,2017-07-01,,,8,0,Precommercial Thin,Mechanical,Excavator
008,JORDANMDW0,ACRES,2012-09-01,2012-09-01,2012-09-01,2,2,"Piling of Fuels, Hand or Machine",Manual,Chain Saw
001,0250109000,ACRES,2007-08-15,2007-08-15,,14.4,14.4,Commercial Thin,Tractor Logging,Tractor  logging
008,JORDANMDW0,ACRES,2012-09-01,2012-09-01,2012-09-01,2,2,Burning of Piled Material,Prescribed Burn,Drip torch
000,0190F23034,ACRES,2012-04-01,2013-06-26,2013-06-26,0.9,0.9,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,0190F23034,ACRES,2012-04-01,2013-06-26,2013-06-26,0.9,0.9,"Piling of Fuels, Hand or Machine",Manual,NA
000,1254087D00,ACRES,2012-10-30,2012-11-13,2012-12-10,39,39,Burning of Piled Material,Fire,Drip torch
000,1254087D00,ACRES,2004-06-07,2012-11-13,2012-11-13,39,39,"Piling of Fuels, Hand or Machine",Manual,Chain Saw
000,0141206000,ACRES,2006-11-06,,,65,0,"Piling of Fuels, Hand or Machine",Mechanical,Dozer
000,0141206000,ACRES,2006-12-12,,,65,0,Burning of Piled Material,Prescribed Burn,Drip torch
000,0141206000,ACRES,2006-11-06,,,65,0,"Piling of Fuels, Hand or Machine",Manual,Hand Tool
114,MTWILSONHF,ACRES,2008-06-11,2014-06-01,2014-10-31,78,78,Chipping of Fuels,Chipping,Chipper
000,01900H3110,ACRES,2014-01-01,2014-03-24,,0.1,0.1,"Piling of Fuels, Hand or Machine",Hand piling,NA
114,MTWILSONHF,ACRES,2008-06-11,2014-06-01,2014-10-31,78,78,Thinning for Hazardous Fuels Reduction,Cut trees and brush,Chain Saw
000,01900H3110,ACRES,2014-01-01,2014-03-24,,0.1,0.1,Burning of Piled Material,Prescribed Burn,Drip torch
000,T453000036,ACRES,2014-02-20,2014-05-13,2014-09-08,3,3,"Piling of Fuels, Hand or Machine",Manual,Chain Saw
000,T453000036,ACRES,2014-02-20,2014-05-13,2014-09-08,3,3,Site Preparation for Planting - Manual,Manual,Chain Saw
000,T453000036,ACRES,2014-10-01,2014-11-18,2014-11-18,3,3,Burning of Piled Material,Prescribed Burn,Drip torch
008,MTBALDYVIL,ACRES,2010-10-10,2010-11-19,2010-11-19,10,10,Chipping of Fuels,Mechanical,Chipper
000,4480160000,ACRES,2013-01-13,,,6,0,Burning of Piled Material,Prescribed Burn,Drip torch
001,6050086000,ACRES,2001-07-31,2001-07-31,2001-07-31,3.6,3.6,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,RIM4180999,ACRES,2014-09-01,2014-09-29,,26,26,Yarding - Removal of Fuels by Carrying or Dragging,Biomass,NA
000,RIM4180999,ACRES,2014-09-01,2014-09-29,,26,26,Stand Clearcut (w/ leave trees) (EA/RH/FH),Tractor Logging,Rubber tired skidder logging
001,3280050000,ACRES,2018-10-15,,,0.1,0,Underburn - Low Intensity (Majority of Unit),Fire,Drip torch
000,0190H15049,ACRES,2008-05-15,2008-06-15,2008-06-15,0.3,0.3,Precommercial Thin,Manual,Chain Saw
000,0190H15049,ACRES,2008-05-15,2008-06-15,2008-06-15,0.3,0.3,Chipping of Fuels,Chipping,Chipper
001,001MONOCTY,ACRES,2006-07-29,2006-07-29,2006-07-29,5,5,Fuel Break,Cut trees and brush,Chain Saw
001,001MONOCTY,ACRES,2011-04-27,2012-03-19,2012-03-19,5,5,Burning of Piled Material,Fire,Drip torch
001,ROAD2S3300,ACRES,2012-05-30,2012-05-30,2012-05-30,4.9,4.9,Burning of Piled Material,Prescribed Burn,Drip torch
000,0190D13004,ACRES,2011-10-01,2011-12-31,2011-12-31,0.2,0.2,Burning of Piled Material,Prescribed Burn,Drip torch
000,2480061000,ACRES,2011-11-01,2011-12-22,2011-12-22,5,5,Burning of Piled Material,Prescribed Burn,Drip torch
000,6190086000,ACRES,2001-07-31,,,2.3,0,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,6190086000,ACRES,2001-07-31,,,2.3,0,Precommercial Thin,Manual,Chain Saw
003,7350008000,ACRES,2013-02-01,2013-02-01,2013-02-01,9,9,Chipping of Fuels,Mechanical,Chipper
012,FTMILCRRD1,ACRES,2011-10-01,2011-10-15,2011-10-15,28,28,"Piling of Fuels, Hand or Machine",Cut trees and brush,Chain Saw
000,01900G3112,ACRES,2009-04-04,2010-09-15,2010-10-10,0.2,0.2,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,T008000012,ACRES,2014-05-01,2014-05-23,2014-08-15,34.6,34.6,Precommercial Thin,Manual,Chain Saw
000,T008000012,ACRES,2015-10-19,,,34.6,0,Burning of Piled Material,Fire,Drip torch
000,T008000012,ACRES,2014-05-01,2014-05-23,2014-08-15,34.6,34.6,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,3210034000,ACRES,2013-11-04,2013-11-18,2013-11-19,3.1,3.1,Burning of Piled Material,Prescribed Burn,Drip torch
001,ROAD1N0100,ACRES,2012-06-20,2012-06-20,2012-06-20,3.7,3.7,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,4130077000,ACRES,2013-03-29,,,7.7,0,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,4480160000,ACRES,2013-01-13,2013-05-31,2013-12-05,6,6,Precommercial Thin,Manual,Chain Saw
000,T453000002,ACRES,2014-05-01,2014-05-29,2014-08-30,10,10,Tree Release and Weed,Manual,Chain Saw
000,T453000002,ACRES,2014-05-01,,,10,0,Tree Release and Weed,Manual,Chain Saw
04B,FT96PAN001,ACRES,2007-10-01,2007-12-19,2007-12-28,10,10,Burning of Piled Material,Prescribed Burn,Drip torch
000,T453000002,ACRES,2010-11-17,2010-11-17,2010-11-17,10,10,Burning of Piled Material,Prescribed Burn,Drip torch
012,FTMILCRRD1,ACRES,2012-01-31,,,28,0,Jackpot Burning - Scattered concentrations,Fire,Drip torch
000,1440014000,ACRES,2011-09-07,2011-09-29,,12,12,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,1440014000,ACRES,2011-09-03,2011-09-29,,12,12,Yarding - Removal of Fuels by Carrying or Dragging,Mobile Ground,Low ground pressure machinery (non-harvest)
000,6351091000,ACRES,2010-10-15,2013-03-22,2013-03-22,42,42,Burning of Piled Material,Prescribed Burn,Drip torch
000,0070010101,ACRES,2014-10-01,2014-12-10,2014-12-10,80.4,80.4,Burning of Piled Material,Prescribed Burn,Drip torch
000,0070010101,ACRES,2012-05-01,2012-09-13,2012-10-09,80.4,80.4,Precommercial Thin,Manual,Chain Saw
000,4130077000,ACRES,2013-03-29,,,7.7,0,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
002,341124F000,ACRES,2012-08-14,2012-09-26,,31,31,Precommercial Thin,Manual,Chain Saw
002,341124F000,ACRES,2013-08-05,2013-10-21,,31,31,Pruning to Raise Canopy Height and Discourage Crown Fire,Manual,Chain Saw
006,JORDANMDW0,ACRES,2011-07-14,2011-07-14,2011-07-14,165.3,165.3,Broadcast Burning - Covers a majority of the unit,Prescribed Burn,Drip torch
008,MTBALDYVIL,ACRES,2009-10-12,2010-04-01,2010-04-01,10,10,Chipping of Fuels,Mechanical,Chipper
008,MTBALDYVIL,ACRES,2010-10-18,2011-03-24,2011-03-24,10,10,"Piling of Fuels, Hand or Machine",Manual,Hand Work
008,MTBALDYVIL,ACRES,2009-10-12,2010-04-01,2010-04-01,10,10,"Piling of Fuels, Hand or Machine",Manual,Chain Saw
008,MTBALDYVIL,ACRES,2010-10-17,2011-03-24,2011-03-24,10,10,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
004,0370409000,ACRES,2015-05-21,2015-05-21,,2.8,2.8,Compacting/Crushing of Fuels,Mechanical,Masticator
000,0170160000,ACRES,2008-07-25,2008-07-25,2008-07-25,18,18,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,0170143000,ACRES,2008-07-25,2008-07-25,2008-07-25,10,10,Thinning for Hazardous Fuels Reduction,Manual,Hand Tool
001,1150034000,ACRES,2015-07-01,,,74,0,Precommercial Thin,Mechanical,Excavator
001,1150034000,ACRES,2015-07-01,,,74,0,Precommercial Thin,Mechanical,Excavator
000,0190H14009,ACRES,2011-05-05,2011-08-01,2011-08-01,0.2,0.2,Burning of Piled Material,Prescribed Burn,Drip torch
000,F283000012,ACRES,2013-10-01,2014-05-29,2014-05-29,75,75,Underburn - Low Intensity (Majority of Unit),Prescribed Burn,Drip torch
000,T284000066,ACRES,2004-09-14,2004-09-14,2005-09-30,55,55,Compacting/Crushing of Fuels,Mechanical,Masticator
000,T284000066,ACRES,2004-09-14,2004-09-14,2005-09-30,55,55,Precommercial Thin,Manual,Chain Saw
001,1550004000,ACRES,2010-10-29,2010-10-29,2010-10-29,15,15,Burning of Piled Material,Fire,Drip torch
000,F272000008,ACRES,2010-05-13,2011-09-15,2011-09-15,8,8,"Piling of Fuels, Hand or Machine",Manual,Chain Saw
000,F272000008,ACRES,2010-05-13,2011-09-15,2011-09-15,8,8,Precommercial Thin,Manual,Chain Saw
000,1130206000,ACRES,2008-10-10,,,32,0,Burning of Piled Material,Prescribed Burn,Drip torch
000,6300602000,ACRES,2007-07-01,2007-08-01,2007-08-30,17,17,"Piling of Fuels, Hand or Machine",Manual,NA
000,6300602000,ACRES,2007-08-30,2007-11-01,2007-11-01,17,17,Burning of Piled Material,Manual,NA
000,060203F011,ACRES,2008-03-01,2008-03-15,2008-03-15,19,19,Burning of Piled Material,Fire,Drip torch
000,0080060040,ACRES,2012-05-07,2012-05-14,2012-10-08,120.3,120.3,Precommercial Thin,Manual,Chain Saw
000,0080060040,ACRES,2012-05-07,2012-05-14,2012-10-08,120.3,120.3,"Piling of Fuels, Hand or Machine",Hand piling,Chain Saw
000,6190086000,ACRES,2001-07-31,,,2.3,0,Burning of Piled Material,Fire,Drip torch
000,0190F20047,ACRES,2011-01-03,2011-08-01,2011-08-01,0.4,0.4,Burning of Piled Material,Prescribed Burn,Drip torch
081,046CROWLEY,ACRES,2010-08-16,2011-08-04,2011-09-30,9.5,9.5,Fuel Break,Manual,Chain Saw
081,046CROWLEY,ACRES,2010-08-16,2011-08-04,2011-09-30,9.5,9.5,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,0190H15059,ACRES,2009-05-15,2009-08-24,2009-09-21,0.3,0.3,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,2160318000,ACRES,2008-09-01,2008-09-15,2008-09-15,0.7,0.7,Precommercial Thin,Cut trees and brush,Chain Saw
000,2160318000,ACRES,2008-09-01,2008-09-15,2008-09-15,0.7,0.7,"Piling of Fuels, Hand or Machine",Manual,Hand Work
100,046CROWLEY,ACRES,2010-08-16,2011-08-04,2011-09-30,8.5,8.5,Yarding - Removal of Fuels by Carrying or Dragging,Mechanical,Chipper
100,046CROWLEY,ACRES,2010-08-16,2011-08-04,2011-09-30,8.5,8.5,"Piling of Fuels, Hand or Machine",Manual,Hand Work
000,NFP0353007,ACRES,2003-07-19,2003-09-30,2003-09-30,3740,4127,Wildland Fire Use,Not Applicable,NA
000,0190137000,ACRES,2012-05-10,,,4,0,Precommercial Thin,Manual,Chain Saw
000,T008000006,ACRES,2011-05-01,2011-09-15,2012-06-15,105.5,105.5,Precommercial Thin,Mechanical,Feller Buncher
000,5101205000,ACRES,2014-04-15,2014-06-15,2014-09-01,37,37,Pruning to Raise Canopy Height and Discourage Crown Fire,Manual,Chain Saw
001,MUDSPR002F,ACRES,2014-04-30,2014-04-30,2014-08-15,21.5,21.5,Pruning to Raise Canopy Height and Discourage Crown Fire,Maintenance,Chain Saw
001,MUDSPR002F,ACRES,2014-04-30,2014-04-30,2014-08-15,21.5,21.5,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,0190D13004,ACRES,2008-10-01,2009-07-09,2009-07-09,0.2,0.2,Precommercial Thin,Manual,Chain Saw
000,019F201008,ACRES,2009-04-05,2009-09-24,2009-09-24,0.5,0.5,Precommercial Thin,Manual,Chain Saw
000,1230165000,ACRES,2011-07-28,2011-09-28,,1.2,1.2,Commercial Thin,Mechanical,Feller Buncher
000,340878F000,ACRES,2004-06-25,2007-09-18,2007-09-18,70,70,Thinning for Hazardous Fuels Reduction,Cut trees and brush,Chain Saw
001,T381000026,ACRES,2007-07-27,2007-09-17,2008-09-23,36,36,Compacting/Crushing of Fuels,Mechanical,Masticator
000,350615F000,ACRES,2004-06-25,2007-07-02,2007-09-11,31,31,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,350615F000,ACRES,2004-06-25,2006-12-22,2007-09-11,31,31,"Piling of Fuels, Hand or Machine",Manual,Chain Saw
150,MTWILSONHF,ACRES,2009-05-11,2011-05-02,2011-05-09,80,2,Pruning to Raise Canopy Height and Discourage Crown Fire,Chipping,Chipper
000,610818N000,ACRES,2006-02-02,2006-07-01,2006-07-01,154,26,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,610818N000,ACRES,2006-07-01,2006-09-01,2006-09-01,154,20,Compacting/Crushing of Fuels,Mechanical,NA
000,4010055000,ACRES,2011-11-19,,,77,0,Burning of Piled Material,Manual,Hand Work
000,1140196000,ACRES,2011-01-26,2011-01-26,2011-05-06,9,9,Precommercial Thin,Mechanical,Excavator
000,0112703000,ACRES,2004-07-01,2004-07-01,2004-07-01,39.5,39.5,Broadcast Burning - Covers a majority of the unit,Prescribed Burn,Drip torch
000,0112703000,ACRES,2004-06-23,2005-05-05,2005-05-05,39.5,39.5,Broadcast Burning - Covers a majority of the unit,Biological Control,NA
000,0190H19043,ACRES,2010-06-01,2010-09-20,2010-09-20,0.3,0.3,Precommercial Thin,Manual,Chain Saw
001,050468F000,ACRES,2013-10-01,2014-03-24,2014-03-25,32,32,Burning of Piled Material,Prescribed Burn,Drip torch
000,T284000024,ACRES,2011-08-15,2011-09-02,2011-09-02,14,14,Tree Release and Weed,Manual,Chain Saw
000,3030050000,ACRES,2007-08-03,2007-09-17,2008-08-15,8,6,Precommercial Thin,Manual,Chain Saw
001,610818N000,ACRES,2007-11-01,2008-05-20,2008-05-20,107,107,Thinning for Hazardous Fuels Reduction,Mechanical,Helicopter (non-harvest)
001,610818N000,ACRES,2007-11-01,2008-09-09,2008-09-09,36,36,Thinning for Hazardous Fuels Reduction,Mechanical,Chain Saw
000,01900H3091,ACRES,2014-01-01,2014-03-24,,0.1,0.1,"Piling of Fuels, Hand or Machine",Hand piling,NA
000,01900H3091,ACRES,2014-01-01,2014-03-24,,0.1,0.1,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
000,01900H3091,ACRES,2014-01-01,2014-03-24,,0.1,0.1,Burning of Piled Material,Prescribed Burn,Drip torch
000,7304150D00,ACRES,2021-12-15,,,1.9,0,Burning of Piled Material,Fire,Drip torch
004,FTMILCRRD1,ACRES,2010-10-10,2010-11-08,2010-11-08,2,2,Burning of Piled Material,Fire,Drip torch
000,4010054000,ACRES,2010-11-19,2010-11-19,2010-11-19,73,73,Jackpot Burning - Scattered concentrations,Manual,Hand Work
000,4010054000,ACRES,2011-11-01,2011-11-25,2011-12-01,73,35,Underburn - Low Intensity (Majority of Unit),Manual,Hand Work
002,FTMILCRRD1,ACRES,2010-10-01,2011-05-22,2011-05-22,12,24,Burning of Piled Material,Prescribed Burn,Drip torch
002,FTMILCRRD1,ACRES,2010-10-01,2011-05-22,2011-05-22,12,24,Burning of Piled Material,Prescribed Burn,Drip torch
126,046CROWLEY,ACRES,2010-08-16,2011-12-01,2011-12-01,40,40,Thinning for Hazardous Fuels Reduction,Manual,Chain Saw
